Title,Author,Description,Article_Link,Cited_by,All_versions,Related_articles_Link
The geology of the Western Approaches of the English Channel. II. Geological interpretation aided by boomer and sparker records,"D Curry, JB Hersey, E Martini… - … Transactions of the …, 1965 - royalsocietypublishing.org",A geological map of about 1700 square miles of the sea-bed south of the Cornish coast between Bolt Head and Fowey was prepared by coring and dredging for rock samples; a boomer-sparker survey was then selected in relation to the supposed geology to fix more …,https://royalsocietypublishing.org/doi/abs/10.1098/rstb.1965.0001,41,4,"https://scholar.google.com/scholar?q=related:dQ6Z35KrCbUJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Segmenting baby boomers,"LP Morton - Public Relations Quarterly, 2001 - search.proquest.com","In the process of exploring men and women's passages into mid-life, analysts have learned that Baby Boomers born between 1946 and 1955 differ considerably from those born between 1956 and 1965. Because life influences are so important to a person's …",http://search.proquest.com/openview/24cd1f025e675f2e60c6e35afb4e88fa/1?pq-origsite=gscholar&cbl=49209,35,2,"https://scholar.google.com/scholar?q=related:jHjv_bjTScIJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
"Boomer Twenty Years Later: An Introduction, with Some Footnotes about Theory","JC Dobris - Alb. L. Rev., 1989 - HeinOnline","I hope I can do Prosser proud. Why the Boomer case and what is so special about it? 1990 marks the twentieth anniversary of Boomer v. Atlantic Cement Co., 2 the case that seemingly stood nuisance law on its ear. 3 People have grown a little tired of it, but for many years the …",https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/albany54&section=15,25,,"https://scholar.google.com/scholar?q=related:HVar-3Hvyj4J:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
"AGING AMERICA AND THE BOOMER WARS: Frank J. Whittington, PhD, Editor",HR Moody - 2008 - academic.oup.com,"This indictment for selfishness sounds bad. But are the Boomers going to lie down and take it? Hopefully, they won't, argues marketing consultant Brent Green, author of Marketing to Leading Edge Baby Boomers (2006). Green writes:''It is in the generation's longterm interest …",https://academic.oup.com/gerontologist/article-abstract/48/6/839/651149,23,,"https://scholar.google.com/scholar?q=related:4QDnVw6WtB8J:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Baby boomer lifestyle segments and the imminence of eight trends,"TE Muller - New Zealand Journal of Business, 1996 - search.proquest.com","Baby Boomer Lifestyle Segments and the Imminence of Eight Trends Thomas E. Muller Abstract Australia's four million post-war Baby Boomers are a strategically important segment in the population. Thus, monitoring their changing value priorities will be a key …",http://search.proquest.com/openview/2f6cd55840cbbe2439a3bc7b5b68b4ab/1?pq-origsite=gscholar&cbl=1818942,22,,"https://scholar.google.com/scholar?q=related:fm6DSNB_5KYJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Linking baby boomer and Hispanic migration streams into rural America–a multi‐scaled approach,"PB Nelson, AW Lee, L Nelson - Population, Space and Place, 2009 - Wiley Online Library",Dramatic transformations in the nature of urban economies across the globe have led to the arrival of linked migration streams into destination 'global cities'. This paper extends these theorisations of linked migration streams into the rural context by examining the overlap …,https://onlinelibrary.wiley.com/doi/abs/10.1002/psp.520,30,3,"https://scholar.google.com/scholar?q=related:MQtC-mGiYhoJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
The expressive communalism of post-boomer religion in the USA,"R Flory, DE Miller - Religion and youth, 2016 - taylorfrancis.com","The 'post-boomer'generations may constitute an entirely new consciousness in terms of how they relate to religion in the twenty-first century. Individuals who were born after 1975 grew up using computers, finding information on the internet, and, more recently, carrying digital …",https://www.taylorfrancis.com/books/e/9781315604879/chapters/10.4324/9781315604879-8,21,,"https://scholar.google.com/scholar?q=related:wuL1pmGWTYgJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
[PDF][PDF] Ageing in inner cities the residential dilemmas of the baby boomer generation,"C Bonvalet, J Ogg - International Journal of Ageing and Later Life, 2008 - ep.liu.se","Although residential mobility decreases with age, rates rise around the age of retirement, especially for people living in cities. The post-war birth cohort of 1945–1954 differs in many respects from previous generations, and these differences are currently influencing …",http://www.ep.liu.se/ej/ijal/2007/v2/i2/a5/ijal07v2i2a5.pdf,24,8,"https://scholar.google.com/scholar?q=related:ptW7dYO5zIAJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
"Implementing hospital‐based baby boomer hepatitis C virus screening and linkage to care: strategies, results, and costs","BJ Turner, BS Taylor, JT Hanson… - Journal of hospital …, 2015 - Wiley Online Library","BACKGROUND/OBJECTIVE The US Preventive Services Task Force recommends 1‐time hepatitis C virus (HCV) screening of all baby boomers (born 1945–1965). However, little is known about optimal ways to implement HCV screening, counseling, and linkage to care …",https://onlinelibrary.wiley.com/doi/abs/10.1002/jhm.2376,32,8,"https://scholar.google.com/scholar?q=related:ZzYgsnskLUwJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
[CITATION][C] Balsamic dreams: A short but self-important history of the baby boomer generation,J Queenan - 2007 - Pan Macmillan,,,27,2,"https://scholar.google.com/scholar?q=related:nf6Rq9Ze0fsJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
[HTML][HTML] How Will Boomers Fare at Retirement?,B Butrica - 2004 - webarchive.urban.org,"Baby boomers have often been characterized as the profligate offspring of the depression-era savers now known as the"" greatest generation."" Newspaper headlines frequently warn that aging boomers are headed for financial catastrophe in retirement because they are not …",http://webarchive.urban.org/url.cfm?renderforprint=1&ID=900767&buildstatic=1,48,5,"https://scholar.google.com/scholar?q=related:QpGT4jCFm6EJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
"Driving over the life course: The automobility of Canada's Millennial, generation X, baby boomer and greatest generations","KB Newbold, DM Scott - Travel Behaviour and Society, 2017 - Elsevier","Abstract Mercado et al.(2010) called for greater recognition of the diversity of Canada's demographic structure with respect to automobility. For instance, recent anecdotal evidence suggests that Millennials (individuals born following Generation X and between the early …",https://www.sciencedirect.com/science/article/pii/S2214367X16300230,34,2,"https://scholar.google.com/scholar?q=related:ypeVKDKd93cJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
An account of the plant ecology of the Cathedral Peak area of the Natal Drakensberg.,"DJB Killick - An account of the plant ecology of the Cathedral Peak …, 1963 - cabdirect.org","3 main belts of climax vegetation are recognized: montane (4200-6000 ft), sub-alpine(6000-9400 ft), alpine (9400-11, 000 ft). The greater part of the montane belt is occupiedby Themeda triandra grassland, a fire-climax community, but Hyparrhenia and …",https://www.cabdirect.org/cabdirect/abstract/19640700946,213,2,"https://scholar.google.com/scholar?q=related:dzcedb0WKkYJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
"Organizing the baby boomer construct: An exploration of marketing, social systems, and culture","JH Lipschultz, ML Hilt, HJ Reilly - Educational Gerontology, 2007 - Taylor & Francis","Baby boomer trends are applied in the development of a conceptual framework that offers a social systems and cultural model for future studies. While there has been considerable recent attention paid to baby boomers, the studies lack a coherent theoretical base that …",https://www.tandfonline.com/doi/abs/10.1080/03601270701364511,25,10,"https://scholar.google.com/scholar?q=related:5bOGW9aItnIJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
[PDF][PDF] The boomer challenge,"P Barr - Hosp Health Netw, 2014 - siia.net",This is the first installment in Hospitals & Health Networks' yearlong series examining the many ways the nation's 75 million baby boomers will impact the US health care system as they age into retirement and senior citizenhood. Caring for such a huge number of older …,http://www.siia.net/archive/neals/2015/filez/348580/688_1458_348580_0ae10f4c-d51a-4feb-896c-4502cf99f9df_64551_3_1.pdf,14,4,"https://scholar.google.com/scholar?q=related:fQu8Dlw2qvgJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
"The generation gap: A Baby Boomer vs. Gen Y comparison of religiosity, consumer values, and advertising appeal effectiveness","PS Loroz - ACR North American Advances, 2006 - acrwebsite.org","Marketing academics have increasingly shown an interest in consumer values over the past decade, with materialism garnering most of the research attention (see eg, Burroughs and Rindfleisch 2002; Richins 1994). Relatively little consumer researcher has been done on …",http://www.acrwebsite.org/volumes/12407/volumes/v33/NA-33,31,5,"https://scholar.google.com/scholar?q=related:_CZ_acM_6zoJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Older adults and the public library: The impact of the boomer generation,"R Bennett-Kapusniak - Public Library Quarterly, 2013 - Taylor & Francis",This article reports an investigation of older-adult services at fifty public libraries to determine if public libraries are providing services to the growing older-adult population and if any are guided by the American Library Association Guidelines for Older Adults 2008 and Institute of …,https://www.tandfonline.com/doi/abs/10.1080/01616846.2013.818814,25,2,"https://scholar.google.com/scholar?q=related:1pQy3d4XpkUJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
The Australian baby boomer population—factors influencing changes to health-related quality of life over time,"J Buckley, G Tucker, G Hugo, G Wittert… - Journal of aging …, 2013 - journals.sagepub.com","Objectives: Identify factors associated with changes to health-related quality of life (HRQoL) in baby boomers. Methods: Panel data were collected on baby boomers at two time points, 2000-2002 and 2004-2006. A fixed-effects model was used to identify associations between …",https://journals.sagepub.com/doi/abs/10.1177/0898264312464885,31,8,"https://scholar.google.com/scholar?q=related:3iRgZ30hlEEJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
[BOOK][B] The baby boomers grow up: Contemporary perspectives on midlife,"SK Whitbourne, SL Willis - 2014 - books.google.com","The goal of this volume is to examine development in middle age from the perspective of baby boomers--a unique cohort in the United States defined as those individuals born from 1946 to 1962. This is the largest cohort ever to enter middle age in Western society, and they …",https://books.google.com/books?hl=en&lr=&id=qT-4AwAAQBAJ&oi=fnd&pg=PP1&dq=boomer&ots=pl9W_mLiD2&sig=clHfYL4Xn6rJYLVRjc5k9qO-wI4,55,2,"https://scholar.google.com/scholar?q=related:RlCIVmfa-EUJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
Boomers and millennials have much in common,"MS Wesner, T Miller - Organization Development Journal, 2008 - search.proquest.com","Abstract Literature from 1965-1975 and 1998 through March 2008, was explored to determine how young workers entering the US workforce during each period were characterized. The Boomers, who began working during the first period and the Millennials …",http://search.proquest.com/openview/dcdf6483195f27f57d16658f1ab980a6/1?pq-origsite=gscholar&cbl=36482,132,4,"https://scholar.google.com/scholar?q=related:vzCIdool9-cJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
[BOOK][B] The next revolution: What Gen X women want at work and how their Boomer bosses can help them get it,"C Shelton, L Shelton - 2005 - books.google.com","This book provides a road map for revolution. A four-point plan shows how Gen Xers can move from victims to activists, taking charge of creating a work environment that matches their desires. Real-life examples of X-friendly companies demonstrate how Boomer  …",https://books.google.com/books?hl=en&lr=&id=DHCJ2C-G6i8C&oi=fnd&pg=PR11&dq=boomer&ots=cW6G0eNsOe&sig=be70cwwGnHMuC-Na3M7-qSmb_ac,34,,"https://scholar.google.com/scholar?q=related:oqT4X8PXGR4J:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
[PDF][PDF] The baby boomers,"DJ Macunovich - Barnard College, Columbia University, 2000 - whitehair365.com","Diane J. Macunovich Department of Economics Barnard College, Columbia University 3009 Broadway New York, NY 10027 USA e-mail: diane.macunovich@alum.mit.edu … For publication in the Macmillan Encyclopedia of Aging, edited by David Ekerdt. Macmillan Reference …",https://www.whitehair365.com/support-files/baby_boomers.pdf,40,2,"https://scholar.google.com/scholar?q=related:Z9aYTB2FVPEJ:scholar.google.com/&scioq=boomer&hl=en&as_sdt=0,5"
